id,hreflang,itemLabel,title,href,url,item,type,linkcount
Q10954578,es,Wikipedia:Manual of Style/Spelling,Anexo:Diferencias de vocabulario estándar entre países hispanohablantes,https://es.wikipedia.org/wiki/Anexo:Diferencias_de_vocabulario_est%C3%A1ndar_entre_pa%C3%ADses_hispanohablantes,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,fa,Wikipedia:Manual of Style/Spelling,ویکی‌پدیا:شیوه‌نامه/املای برخی واژه‌ها,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%B4%DB%8C%D9%88%D9%87%E2%80%8C%D9%86%D8%A7%D9%85%D9%87/%D8%A7%D9%85%D9%84%D8%A7%DB%8C_%D8%A8%D8%B1%D8%AE%DB%8C_%D9%88%D8%A7%DA%98%D9%87%E2%80%8C%D9%87%D8%A7,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,fr,Wikipedia:Manual of Style/Spelling,Aide:Orthographe,https://fr.wikipedia.org/wiki/Aide:Orthographe,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,hr,Wikipedia:Manual of Style/Spelling,Wikipedija:Jezik i pravopis,https://hr.wikipedia.org/wiki/Wikipedija:Jezik_i_pravopis,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,hu,Wikipedia:Manual of Style/Spelling,Wikipédia:Helyesírás,https://hu.wikipedia.org/wiki/Wikip%C3%A9dia:Helyes%C3%ADr%C3%A1s,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,jv,Wikipedia:Manual of Style/Spelling,Wikipédia:Éjaan,https://jv.wikipedia.org/wiki/Wikip%C3%A9dia:%C3%89jaan,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,ksh,Wikipedia:Manual of Style/Spelling,Wikipedia:Schrievwies,https://ksh.wikipedia.org/wiki/Wikipedia:Schrievwies,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,lb,Wikipedia:Manual of Style/Spelling,Wikipedia:Eis Schreifweis,https://lb.wikipedia.org/wiki/Wikipedia:Eis_Schreifweis,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,li,Wikipedia:Manual of Style/Spelling,Wikipedia:Sjpellingssjpiekpagina,https://li.wikipedia.org/wiki/Wikipedia:Sjpellingssjpiekpagina,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,mad,Wikipedia:Manual of Style/Spelling,Wikipèḍia:Èjhâ'ân,https://mad.wikipedia.org/wiki/Wikip%C3%A8%E1%B8%8Dia:%C3%88jh%C3%A2%27%C3%A2n,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,ms,Wikipedia:Manual of Style/Spelling,Wikipedia:Manual gaya penulisan/Ejaan,https://ms.wikipedia.org/wiki/Wikipedia:Manual_gaya_penulisan/Ejaan,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,mwl,Wikipedia:Manual of Style/Spelling,Biquipédia:Ourtografie,https://mwl.wikipedia.org/wiki/Biquip%C3%A9dia:Ourtografie,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,nds-NL,Wikipedia:Manual of Style/Spelling,Wikipedia:Spelling,https://nds-nl.wikipedia.org/wiki/Wikipedia:Spelling,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,nds,Wikipedia:Manual of Style/Spelling,Wikipedia:Sass,https://nds.wikipedia.org/wiki/Wikipedia:Sass,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,pms,Wikipedia:Manual of Style/Spelling,Wikipedia:Lese ël piemontèis,https://pms.wikipedia.org/wiki/Wikipedia:Lese_%C3%ABl_piemont%C3%A8is,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,pt,Wikipedia:Manual of Style/Spelling,Wikipédia:Livro de estilo/Ortografia,https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Livro_de_estilo/Ortografia,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,ro,Wikipedia:Manual of Style/Spelling,Wikipedia:Versiuni de ortografie română,https://ro.wikipedia.org/wiki/Wikipedia:Versiuni_de_ortografie_rom%C3%A2n%C4%83,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,en-simple,Wikipedia:Manual of Style/Spelling,Wikipedia:Spelling,https://simple.wikipedia.org/wiki/Wikipedia:Spelling,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,tl,Wikipedia:Manual of Style/Spelling,Wikipedia:Gabay sa abakada at pagbabaybay,https://tl.wikipedia.org/wiki/Wikipedia:Gabay_sa_abakada_at_pagbabaybay,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10954578,ur,Wikipedia:Manual of Style/Spelling,ویکیپیڈیا:اسلوب نامہ/املا,https://ur.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%DA%88%DB%8C%D8%A7:%D8%A7%D8%B3%D9%84%D9%88%D8%A8_%D9%86%D8%A7%D9%85%DB%81/%D8%A7%D9%85%D9%84%D8%A7,https://www.wikidata.org/wiki/Q10954578,http://www.wikidata.org/entity/Q10954578,http://www.wikidata.org/entity/Q4656150,35
Q10973854,af,Melina S Moore,Wikipedia:Wenke vir die skryf van ’n goeie artikel,https://af.wikipedia.org/wiki/Wikipedia:Wenke_vir_die_skryf_van_%E2%80%99n_goeie_artikel,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,ar,Melina S Moore,ويكيبيديا:تطوير المقالات,https://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%AA%D8%B7%D9%88%D9%8A%D8%B1_%D8%A7%D9%84%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,bg,Melina S Moore,Уикипедия:Енциклопедичност,https://bg.wikipedia.org/wiki/%D0%A3%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%95%D0%BD%D1%86%D0%B8%D0%BA%D0%BB%D0%BE%D0%BF%D0%B5%D0%B4%D0%B8%D1%87%D0%BD%D0%BE%D1%81%D1%82,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,bh,Melina S Moore,विकिपीडिया:बढ़ियाँ लेख लिखल,https://bh.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%AC%E0%A4%A2%E0%A4%BC%E0%A4%BF%E0%A4%AF%E0%A4%BE%E0%A4%81_%E0%A4%B2%E0%A5%87%E0%A4%96_%E0%A4%B2%E0%A4%BF%E0%A4%96%E0%A4%B2,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,bn,Melina S Moore,উইকিপিডিয়া:উৎকৃষ্ট নিবন্ধ লিখন,https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%89%E0%A7%8E%E0%A6%95%E0%A7%83%E0%A6%B7%E0%A7%8D%E0%A6%9F_%E0%A6%A8%E0%A6%BF%E0%A6%AC%E0%A6%A8%E0%A7%8D%E0%A6%A7_%E0%A6%B2%E0%A6%BF%E0%A6%96%E0%A6%A8,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,bs,Melina S Moore,Wikipedia:Pisanje boljih članaka,https://bs.wikipedia.org/wiki/Wikipedia:Pisanje_boljih_%C4%8Dlanaka,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,ca,Melina S Moore,Viquipèdia:Com escriure un bon article,https://ca.wikipedia.org/wiki/Viquip%C3%A8dia:Com_escriure_un_bon_article,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,cs,Melina S Moore,Wikipedie:Encyklopedický styl,https://cs.wikipedia.org/wiki/Wikipedie:Encyklopedick%C3%BD_styl,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,de,Melina S Moore,Wikipedia:Wie schreibe ich gute Artikel,https://de.wikipedia.org/wiki/Wikipedia:Wie_schreibe_ich_gute_Artikel,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,en,Melina S Moore,Wikipedia:Writing better articles,https://en.wikipedia.org/wiki/Wikipedia:Writing_better_articles,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,eo,Melina S Moore,Helpo:Kiel verki bonan artikolon,https://eo.wikipedia.org/wiki/Helpo:Kiel_verki_bonan_artikolon,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,es,Melina S Moore,Ayuda:Cómo escribir mejores artículos,https://es.wikipedia.org/wiki/Ayuda:C%C3%B3mo_escribir_mejores_art%C3%ADculos,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,fa,Melina S Moore,ویکی‌پدیا:راهنمایی برای نوشتن مقاله‌های بهتر,https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%B1%D8%A7%D9%87%D9%86%D9%85%D8%A7%DB%8C%DB%8C_%D8%A8%D8%B1%D8%A7%DB%8C_%D9%86%D9%88%D8%B4%D8%AA%D9%86_%D9%85%D9%82%D8%A7%D9%84%D9%87%E2%80%8C%D9%87%D8%A7%DB%8C_%D8%A8%D9%87%D8%AA%D8%B1,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,fr,Melina S Moore,Aide:Comment rédiger un bon article,https://fr.wikipedia.org/wiki/Aide:Comment_r%C3%A9diger_un_bon_article,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,ga,Melina S Moore,Vicipéid:Conas leathanach iontach a scríobh,https://ga.wikipedia.org/wiki/Vicip%C3%A9id:Conas_leathanach_iontach_a_scr%C3%ADobh,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,glk,Melina S Moore,Wikipedia:خؤرؤم وانيويس,https://glk.wikipedia.org/wiki/Wikipedia:%D8%AE%D8%A4%D8%B1%D8%A4%D9%85_%D9%88%D8%A7%D9%86%D9%8A%D9%88%D9%8A%D8%B3,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,gl,Melina S Moore,Wikipedia:Como escribir un bo artigo,https://gl.wikipedia.org/wiki/Wikipedia:Como_escribir_un_bo_artigo,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,hi,Melina S Moore,विकिपीडिया:अच्छे लेख लिखने के सुझाव,https://hi.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%85%E0%A4%9A%E0%A5%8D%E0%A4%9B%E0%A5%87_%E0%A4%B2%E0%A5%87%E0%A4%96_%E0%A4%B2%E0%A4%BF%E0%A4%96%E0%A4%A8%E0%A5%87_%E0%A4%95%E0%A5%87_%E0%A4%B8%E0%A5%81%E0%A4%9D%E0%A4%BE%E0%A4%B5,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,ht,Melina S Moore,Èd:Pou ekri atik,https://ht.wikipedia.org/wiki/%C3%88d:Pou_ekri_atik,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,hu,Melina S Moore,Wikipédia:Hogyan írhatok jó szócikket?,https://hu.wikipedia.org/wiki/Wikip%C3%A9dia:Hogyan_%C3%ADrhatok_j%C3%B3_sz%C3%B3cikket%3F,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,id,Melina S Moore,Wikipedia:Menulis artikel yang lebih baik,https://id.wikipedia.org/wiki/Wikipedia:Menulis_artikel_yang_lebih_baik,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,is,Melina S Moore,Hjálp:Að skrifa betri greinar,https://is.wikipedia.org/wiki/Hj%C3%A1lp:A%C3%B0_skrifa_betri_greinar,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,it,Melina S Moore,Aiuto:Come scrivere una buona voce,https://it.wikipedia.org/wiki/Aiuto:Come_scrivere_una_buona_voce,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,ja,Melina S Moore,Wikipedia:素晴らしい記事を書くには,https://ja.wikipedia.org/wiki/Wikipedia:%E7%B4%A0%E6%99%B4%E3%82%89%E3%81%97%E3%81%84%E8%A8%98%E4%BA%8B%E3%82%92%E6%9B%B8%E3%81%8F%E3%81%AB%E3%81%AF,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,lt,Melina S Moore,Pagalba:Idealus straipsnis,https://lt.wikipedia.org/wiki/Pagalba:Idealus_straipsnis,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,ms,Melina S Moore,Wikipedia:Garis panduan penulisan yang lebih baik,https://ms.wikipedia.org/wiki/Wikipedia:Garis_panduan_penulisan_yang_lebih_baik,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,my,Melina S Moore,ဝီကီပီးဒီးယား:ဆောင်းပါးကောင်းများ ရေးသားနည်းလမ်းညွှန်,https://my.wikipedia.org/wiki/%E1%80%9D%E1%80%AE%E1%80%80%E1%80%AE%E1%80%95%E1%80%AE%E1%80%B8%E1%80%92%E1%80%AE%E1%80%B8%E1%80%9A%E1%80%AC%E1%80%B8:%E1%80%86%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%B8%E1%80%95%E1%80%AB%E1%80%B8%E1%80%80%E1%80%B1%E1%80%AC%E1%80%84%E1%80%BA%E1%80%B8%E1%80%99%E1%80%BB%E1%80%AC%E1%80%B8_%E1%80%9B%E1%80%B1%E1%80%B8%E1%80%9E%E1%80%AC%E1%80%B8%E1%80%94%E1%80%8A%E1%80%BA%E1%80%B8%E1%80%9C%E1%80%99%E1%80%BA%E1%80%B8%E1%80%8A%E1%80%BD%E1%80%BE%E1%80%94%E1%80%BA,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,nia,Melina S Moore,Wikipedia:Manura sura si sökhi,https://nia.wikipedia.org/wiki/Wikipedia:Manura_sura_si_s%C3%B6khi,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,nl,Melina S Moore,Help:Tips voor het schrijven van een goed artikel,https://nl.wikipedia.org/wiki/Help:Tips_voor_het_schrijven_van_een_goed_artikel,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,no,Melina S Moore,Wikipedia:Hvordan skrive bedre artikler,https://no.wikipedia.org/wiki/Wikipedia:Hvordan_skrive_bedre_artikler,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,pa,Melina S Moore,ਵਿਕੀਪੀਡੀਆ:ਚੰਗੇ ਲੇਖ ਲਿਖਣ ਸੰਬੰਧੀ ਸੁਝਾਅ,https://pa.wikipedia.org/wiki/%E0%A8%B5%E0%A8%BF%E0%A8%95%E0%A9%80%E0%A8%AA%E0%A9%80%E0%A8%A1%E0%A9%80%E0%A8%86:%E0%A8%9A%E0%A9%B0%E0%A8%97%E0%A9%87_%E0%A8%B2%E0%A9%87%E0%A8%96_%E0%A8%B2%E0%A8%BF%E0%A8%96%E0%A8%A3_%E0%A8%B8%E0%A9%B0%E0%A8%AC%E0%A9%B0%E0%A8%A7%E0%A9%80_%E0%A8%B8%E0%A9%81%E0%A8%9D%E0%A8%BE%E0%A8%85,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,pt,Melina S Moore,Wikipédia:Livro de estilo/Como escrever um bom artigo,https://pt.wikipedia.org/wiki/Wikip%C3%A9dia:Livro_de_estilo/Como_escrever_um_bom_artigo,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,sa,Melina S Moore,विकिपीडिया:उत्तमलेखस्य रचनायै मार्गदर्शिका,https://sa.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%AE%E0%A4%B2%E0%A5%87%E0%A4%96%E0%A4%B8%E0%A5%8D%E0%A4%AF_%E0%A4%B0%E0%A4%9A%E0%A4%A8%E0%A4%BE%E0%A4%AF%E0%A5%88_%E0%A4%AE%E0%A4%BE%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A4%A6%E0%A4%B0%E0%A5%8D%E0%A4%B6%E0%A4%BF%E0%A4%95%E0%A4%BE,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,shn,Melina S Moore,ဝီႇၶီႇၽီးတီးယႃး:ၵူႈမိုဝ်းလၢႆးတႅမ်ႈ ပွင်ႈၵႂၢမ်းၶႅမ်ႉ,https://shn.wikipedia.org/wiki/%E1%80%9D%E1%80%AE%E1%82%87%E1%81%B6%E1%80%AE%E1%82%87%E1%81%BD%E1%80%AE%E1%80%B8%E1%80%90%E1%80%AE%E1%80%B8%E1%80%9A%E1%82%83%E1%80%B8:%E1%81%B5%E1%80%B0%E1%82%88%E1%80%99%E1%80%AD%E1%80%AF%E1%80%9D%E1%80%BA%E1%80%B8%E1%80%9C%E1%81%A2%E1%82%86%E1%80%B8%E1%80%90%E1%82%85%E1%80%99%E1%80%BA%E1%82%88_%E1%80%95%E1%80%BD%E1%80%84%E1%80%BA%E1%82%88%E1%81%B5%E1%82%82%E1%81%A2%E1%80%99%E1%80%BA%E1%80%B8%E1%81%B6%E1%82%85%E1%80%99%E1%80%BA%E1%82%89,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,sk,Melina S Moore,Wikipédia:Ako napísať výborný článok,https://sk.wikipedia.org/wiki/Wikip%C3%A9dia:Ako_nap%C3%ADsa%C5%A5_v%C3%BDborn%C3%BD_%C4%8Dl%C3%A1nok,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,sl,Melina S Moore,Wikipedija:Vodnik k izboljšanju člankov,https://sl.wikipedia.org/wiki/Wikipedija:Vodnik_k_izbolj%C5%A1anju_%C4%8Dlankov,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,sr,Melina S Moore,Википедија:Водич за писање бољих чланака,https://sr.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%98%D0%B0:%D0%92%D0%BE%D0%B4%D0%B8%D1%87_%D0%B7%D0%B0_%D0%BF%D0%B8%D1%81%D0%B0%D1%9A%D0%B5_%D0%B1%D0%BE%D1%99%D0%B8%D1%85_%D1%87%D0%BB%D0%B0%D0%BD%D0%B0%D0%BA%D0%B0,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
Q10973854,su,Melina S Moore,Wikipedia:Pituduh nulis artikel anu leuwih hadé,https://su.wikipedia.org/wiki/Wikipedia:Pituduh_nulis_artikel_anu_leuwih_had%C3%A9,https://www.wikidata.org/wiki/Q10973854,http://www.wikidata.org/entity/Q10973854,http://www.wikidata.org/entity/Q4656150,41
